commit_id,project,buggy,fix,date
002e9e8bdc2c842565a4e9bfc4e1dfb28c479bc5,apache/hbase,True,False,1247166283
00316a4a512976e743b165d79292ceb9d6d752b5,apache/hbase,True,True,1333962011
00374c3ddf6c4ecc96f58c6685fd107500b976cd,apache/kafka,True,True,1571291594
00395a006468e2143daaa493a5920d18aeb98922,apache/hadoop-mapreduce,True,False,1381358379
0039de35c8451c3d2673b48d800d9a6819423ed0,apache/hbase,False,True,1393023533
003a05896e9dcf2a5f863acb14c7b33933b35589,apache/hbase,True,True,1359753194
003c572246749bfaee4d81bdbd7bddd73d6759c3,apache/hbase,False,True,1649074830
003ceb9a78f90803b2a765e007e4487eead00e06,apache/flink,True,False,1579664695
0041ef3de7afa25ebba652d556f5743b5b30a50f,apache/flink,False,True,1608619385
0042426f3735c2456f0faef2b4a97fd89ef355fa,apache/cassandra,True,False,1339140644
0045b86b78afdef1413ba1992faac8e824a0f7c2,apache/hbase,True,False,1397782871
004f0abb461cc3ef704824568256bab84b1aa8e7,apache/hbase,True,False,1480924006
0051cd26087492fe393932d9fdac1f7bff8b7ac4,apache/zookeeper,True,False,1268097535
0052a81026ffd120fef92e755e8b874b2e22835a,apache/groovy,True,False,1507470219
005416879e4c180e8e9dea94a08e57521ac8cf1d,apache/kafka,False,True,1688026401
00554e90b84074139060ccf2c32fa3130211136b,apache/cassandra,True,True,1287694541
00569147730fbf9bba6e3b0b38bec302af6046fe,apache/hadoop-mapreduce,True,False,1346993792
005798f00fe8d07c46543c75bd579b1988fce727,apache/ignite,False,True,1545928703
0057dcb78313be28ae16b7e84c873191471dceee,apache/zookeeper,True,False,1246048194
00581ac911fe012f31e95af03d3943bea9b93205,apache/hbase,False,True,1566705380
0058d3f896f159a2d809eed91fb338209b2c06a4,apache/ignite,True,True,1550602254
005921c72932a12ca6ca2149aaf7b782e4b5dd5b,apache/camel,True,False,1581794595
005b2c9a78a357d76d9396b379825d3c033dfac7,apache/camel,True,False,1517429197
00649491e2b05bb1ade46355b3002a5dad75c7eb,apache/flink,True,True,1582008263
00656688f73c85ea9e6f5241ac852f72e774eeea,apache/hbase,False,True,1451920210
006b4b189c654bcdfaf17784ed9c175e40ea35fe,apache/hbase,False,True,1307894831
006b5987a7d91c4a4754d9e4a1191484e43f9868,apache/groovy,True,True,1652974903
006c566d6743d00c63eb816930b9c41f22e1e7a6,apache/ignite,False,True,1606814818
006e4d5e4676583e2bd03ffc3dc2f14752b59704,apache/hbase,False,True,1590371881
006ede12098bfbc71a1e4ab437df0e91bc1c8ead,apache/groovy,True,False,1353421033
0073204b257860ad104cde29d3795b3c633f4759,apache/flink,True,False,1506348246
007403ac45b36b16b6dfd977f1960e9b4e5793b7,apache/camel,False,True,1414154065
00742ffdb4cc349ef3ee99dced9e08e2b5a404f6,apache/zeppelin,True,False,1484412012
00748405bc374ee8f5ade4891a6a1445df072344,apache/cassandra,True,False,1361569698
0074d64915fbff95794ed81263f15d0116b4e8d3,apache/cassandra,True,False,1328158470
007707674e32b4123708e267feec04075a1b4663,apache/ignite,True,False,1506590175
0078c44e59a368f5564ef6a151aea2f351a2e2c8,apache/flink,True,True,1430991874
007a32f90af1065bfa3ca4cdb194c40c06e87abf,apache/spark,True,False,1450483597
007c579c48e5361858ca5f5f77eae28034fe611b,apache/ignite,True,False,1509118309
007c6ce1aff2f25a499d2213c240f5a519feb8bd,apache/hadoop-hdfs,False,True,1447736520
007d365b7da38fb71d4f0d2fa9747a35d6235f47,apache/cassandra,True,False,1264897452
007fded40fcf5108d75b5ffc32789d7c3dc5ca66,apache/camel,False,True,1528981683
008060f16d5a850be178557d5d0dbbc52864c187,apache/flink,True,False,1448465279
008091fe8a6852a7102c78476ad771dee35bd766,apache/hbase,False,True,1472860157
0081fb2ef2bd03d06a786dd8988865d2ff6168c2,apache/flink,False,True,1433411286
008269fb9c2e4286ac74b857017b9e80103ac7e3,apache/groovy,True,True,1488156728
00840599a7a498cbd19d524ab5ad698365cbab4f,apache/flink,False,True,1409215133
00856d068931a5988347b9bdbdf11bc700258fe1,apache/flink,True,False,1642684008
0085dd7dde9fadd4985aaa94d069a68ea1568a7f,apache/groovy,False,True,1435864801
0086014703db5f1299143103e92093c4e8cf92d7,apache/hadoop-mapreduce,True,True,1326327335
00866f65fcba9bc01c07e1dde06e78942c86f534,apache/camel,True,False,1236533601
0089858819c9f06b0bee5bccf993ae7f5977d7f1,apache/cassandra,True,True,1648499453
008a3b21f6c3670f4030da2280596155e57241b0,apache/kafka,False,True,1585243271
008bf8607c55926d0aadb4602a8a854d396c7657,apache/cassandra,False,True,1656617640
008c832d79728f995a5301f7b7b0bbf5888c1853,apache/groovy,True,False,1165004888
008c8cd3f33b9c2cace43a9d1f2b4e4542fb58fe,apache/ignite,True,False,1455108358
008cc7ebdf39b844f130403400b111ef6d7d58a4,apache/cassandra,False,True,1331196419
0091af932c6ef65a0a5917f123fe24398b79c079,apache/cassandra,True,False,1342203471
0093bcbe771f296baf3857ef15fe7ec9b22bbc34,apache/flink,True,False,1518785736
0094821289160a7448ae3521eae881226c9509cd,apache/camel,True,False,1337952571
0095f0c68f640a8aa8c4f8a8f24c0876861c004c,apache/cassandra,True,False,1268424067
009a7bd4de6fac2a90bea208507903a0dfcdc602,apache/groovy,True,False,1065397758
009af54d5192c822ba1299c1389e67266dfe7ad1,apache/hadoop-mapreduce,False,True,1366661226
009b0eebe790916465bd00d643d6e3fb8f611c5c,apache/ignite,True,False,1583932080
009bd2c26a5a8b5935670e84b2f36244815979dc,apache/cassandra,False,True,1285627070
009da6f6e1c532a12299ee5590bb46fcecb47c32,apache/flink,False,True,1485531920
009dfed8d7b3056cd8915f74d84dc06850cb8a05,apache/hadoop-hdfs,True,False,1324330375
009f46173828bdeaf587533a8a09d1f689198b62,apache/hbase,True,False,1284587284
00a18da70fd816b8701978d1108d9d00b6de1f00,apache/groovy,True,True,1382707256
00a3a5c8f7af72fc39dbadf7c5802181abd6af2c,apache/hbase,False,True,1309236549
00a58f8e1e0c82c2948a8fdfacf812ec4865b339,apache/kafka,True,True,1456973459
00a6861f922b55cbfeec3eb928be2b57ddf99780,apache/zookeeper,True,True,1325052439
00a8eb9d1b336e822eacb3271b2f61ea3c0df26b,apache/flink,True,False,1387547418
00a9b02bf5a2c0e5e35d51b7c6dfd3ce2419ae8a,apache/camel,False,True,1388730778
00b314d152c6d9c67c2d8da7c64edddbe746739a,apache/cassandra,True,True,1324657519
00b46e9212e1dd2cedbe18ef4b20f41188f2cdda,apache/groovy,True,False,1580831890
00b4db565174f1d97e946243c44bae9b30f1db22,apache/groovy,True,False,1113467771
00b73ef79434b4adb302c6b9126a5c24825db121,apache/flink,False,True,1521662512
00b96f8ffd09dc1d3ff299abc9e8551bb2d0cdeb,apache/cassandra,False,True,1374952739
00b9e89e7add9c58ed9a996aaba9200267c71961,apache/ignite,False,True,1542197576
00bb0f20d4b9fd1d42b4809e893d9ad2d4f9e18a,apache/hbase,True,True,1577186191
00bc6a2d75bd7100382a930b0a96dfb4b28fbfa2,apache/groovy,True,False,1125679651
00bf41f33a10b59850f0ee4fe31c0271484d6d4c,apache/flink,False,True,1599736218
00c108a1a55affecc2ab109848f5e1ec95855762,apache/cassandra,True,False,1280773120
00c1980992d395574324abf5dd26a100bf618a8d,apache/flink,True,False,1336611247
00c2e3d1889599528b638c6ca987f998a4b94aaa,apache/groovy,True,True,1682005230
00c3eb1a0e15adb72ad1a28f6618100241ceb8ab,apache/hbase,False,True,1376588977
00c72d27bf2e3591c4068fb344fa3edf1662ad81,apache/spark,True,False,1455627808
00c7a018b8b1f8676290cd3bc41cbf6a2527bb89,apache/kafka,False,True,1678329629
00c80a3ffdc7ddebfeace0979c2f4f83928e51bf,apache/groovy,False,True,1359465261
00c90c16e99fdfb153cb418f0e3486b62183986e,apache/cassandra,False,True,1520424003
00ca1e60949a75ade2e5cf20522c79a3a0e8ed81,apache/camel,False,True,1549524023
00cb0f2ebc887026a521b41ee614c7d81123bb48,apache/camel,True,True,1514286113
00cb1ad7a3420024b2a4ecdab58d1c1056ea35b6,apache/ignite,False,True,1586530505
00cd1d2ca3e99ec3dcd1ab670ef522c44f1fbde9,apache/hbase,True,False,1213747085
00cd26b5917f2861356ae3e6b3bb7db18921461d,apache/camel,True,False,1335512522
00ce3f1b12c7d7bf996d5f91bf006f0e18a719e7,apache/flink,False,True,1495024655
00ceaade05681b4abc09585592764a473c978aeb,apache/hadoop-hdfs,False,True,1395466344
00d2263908230e2e69de477b4f4347adc2194a8b,apache/hadoop-mapreduce,True,False,1314531696
00d483d6de2c1057e62939631ab1e5339cea1b57,apache/hadoop-hdfs,False,True,1638966108
00d84da2f5b16b2e262f2bc58c4482d76ab6abe3,apache/groovy,False,True,1665071889
00d9b8eedb5030ffa937e33398d486863f95a3e9,apache/hadoop-hdfs,False,True,1384907399
00dc76335b436a52ae1e6fab385c0f28b5cfa075,apache/camel,True,False,1583423274
00e0baae8664cf06dbba88542af102c764fb7730,apache/flink,True,False,1565019072
00e13685ba0b4f6dd6eaf65e9ac8d1d9836a6f38,apache/cassandra,True,False,1320796871
00e443b9ed6da8a5518a432345f497d8bd869ce1,apache/camel,False,True,1508834404
00e4dc0b13b86bfb72fa1b888554b19660685d44,apache/ignite,True,False,1543579125
00e5a3d508eb41944ce01c6cc96ae18cb16dad8c,apache/cassandra,True,True,1523999049
00e5fcbf6508ba574a727ca39c77c687b1a3b039,apache/camel,False,True,1669813394
00e6866153a50c4d810030f913a6bd28ff2fddd1,apache/camel,True,False,1236760966
00e6aed0c7bc514bc270703b188b841b6835defd,apache/zeppelin,True,False,1489896631
00e7ecf1394f8704e2f13369f7950e129459ce2c,apache/cassandra,False,True,1467826359
00e935d33cd852cdc2a460f24ca0f0136ac5c59e,apache/ignite,True,False,1536325202
00e99c65943e64fd696ec715cf21e851b93115f1,apache/hadoop-hdfs,True,False,1545672839
00eb8bbfa71e86f87ef166984d70c5de2ab47731,apache/groovy,True,True,1398439385
00ecb0fac214c4a8c6a58647e3b177ab7708af93,apache/cassandra,True,True,1295985423
00eceed233d6e80d5c7137bf5b5286746ec4d5fb,apache/hadoop-hdfs,True,False,1534068361
00eebc7808b90b6a2d7fda6398c05e5c14c84af9,apache/hadoop-mapreduce,True,False,1250792189
00ef6c624a75b0782550df4ad9b7c6a2dabfb88c,apache/hbase,False,True,1582914915
00f25401c9a320c0c2ac94fbb1014f49597026fd,apache/cassandra,False,True,1463592345
00f47d78216db5de75dda2a1b5fef2c1e65d9871,apache/ignite,True,True,1470445441
00f4ff420eef6e1ed8d37e06e84721dd95555180,apache/hbase,False,True,1418874116
00f585234f8db8fe1e2bfec5c6c323ca99d9b775,apache/flink,False,True,1661918959
00f8d654cd9ce0099020b2888831b6351b2763ca,apache/ignite,False,True,1461639420
00f92ba924297cb7aec0d48367c47923f4f3be0f,apache/flink,True,False,1626087377
00f9868d94d03ca4f7d47e7ffb530cf5f95a56f0,apache/cassandra,True,False,1306943924
00fa03af243352193625ca2000d256755af17a70,apache/camel,True,False,1433579222
00fda9de987d4f30da18e441aac0fa0499ec06ec,apache/camel,True,True,1500809511
00fe8487ecde31bb1e6b8d0e8e98d235e0bb50ae,apache/camel,False,True,1531124335
00fe8a01192a523544d3868360a924863a69d8f8,apache/flink,True,False,1550197938
00fec24c9019df36bde73f9cdb72e8791e5924d9,apache/hbase,True,False,1619971248
00ff744620d5e9482c71ead358cb59e21d70b232,apache/cassandra,True,True,1287602226
00ffe70a97f0559ae3f42194b40aeefa323a8d18,apache/camel,True,False,1488476333
010012cbcb3064b78b9e184a2808bbd26ea80903,apache/hbase,True,True,1513356821
0100b155019496d077f958904de7d385697d65d9,apache/hadoop-hdfs,True,True,1430858474
0104427dc9e38e898ba3865b499cc515004041c9,apache/flink,False,True,1682097757
01087489ed5484a2f7c5e7d55e8adb8bcf51b7a7,apache/cassandra,True,True,1431705281
010a29dab4c76fd34efb4a9780f0a430ff9829e7,apache/camel,True,False,1524036159
010c460d627c1917dc47b09e59fd41172bbf90b3,apache/spark,True,True,1403315844
010ddeb4c2add3887b8f0fb48037f8784ada4235,apache/camel,True,False,1279102054
010e6ac328855bad59f138b6aeaec535272f448c,apache/hadoop-hdfs,True,False,1463606021
010f6654709d2212f3d81c7ad73c73f7ebd47ea8,apache/flink,False,True,1531742482
011002fd65e8e5d62b76257a9cd51834e23f1c98,apache/camel,True,False,1371108649
01103111ae08b51ccd18bb1c54ac60546546d9df,apache/cassandra,False,True,1589441587
0110400dbb637e19755c39e21a3cfd74e777b872,apache/groovy,True,False,1519201191
01135066d54df254a0b23afbbffca2ed103e3a8c,apache/ignite,True,False,1454415905
0113e4528deda7563b62a29745fbf209ab31b81a,apache/hadoop-hdfs,False,True,1441786846
0113e5a467858f9cd435e80df2c2626170e5de62,apache/flink,True,False,1482522867
0114338da5ce52677d1dfa1ab4350b1567dc3522,apache/flink,True,True,1588866731
0118330103e992253a7875a523de3526cad4a6c5,apache/kafka,True,False,1630943752
011ad03895cf9e155de3d6b204accd657a2a1f54,apache/groovy,False,True,1618943072
011b98e133048e417f330fb83a5c56294472e8cc,apache/groovy,False,True,1518506319
011bc04416c733e3959cd4cf9f5573d57236b14e,apache/hbase,True,False,1411596458
011cbbf7e4643234b1183b7ccc9c60d9f23a43ce,apache/flink,True,True,1443654342
01246cdc99a03deb6696a6f7c3cbaa796007bd4d,apache/hbase,True,False,1326829093
0126cf16b73843da2e504b6a03fee8bd93a404d5,apache/hadoop-hdfs,False,True,1414639272
0127b6963ebf1c4fa407c71c12f10748b509b189,apache/cassandra,False,True,1425443837
012880d4246fedb5c1ea7621e86217c57fd217e2,apache/kafka,False,True,1558471564
0128d14bfc71463a493e99731d9c417fa809fd17,apache/ignite,False,True,1645695585
0129f70c47d4a6b684fbf0df4dbbfb8ffc097d59,apache/cassandra,False,True,1456924724
012a0433c2034f4d6c16b7a6745c8ef01439082d,apache/camel,False,True,1330444926
012c1d497221c9d5348a0508aadf4c0486a21bda,apache/flink,True,False,1655274908
012dc6a9b800bae0cfa5250d38de992ccbabc015,apache/flink,True,True,1625569663
012e6118ad3de2bfaadd46c76f25bf9d4ad9a9d1,apache/flink,True,False,1551687889
0130b097b0a24950f369cc5e009a9394c3fd4e1f,apache/ignite,True,False,1487586739
0132fa2bafd81bc55ff10f0306534a163296d6da,apache/flink,False,True,1606131345
01352aa7ddd5e9abf15984ff77fa929b1eabaff4,apache/flink,False,True,1614406720
01370bb6c7d7fa816c7162a379bee4dc710a5556,apache/cassandra,False,True,1382543016
0137829ac4add5b0e5b4e25b8403e7f9ad057276,apache/cassandra,False,True,1303426119
013c6a62851fdbc10b0442ee2ec963ab80a85d48,apache/hbase,False,True,1390975576
013c6e51b60574bc2007e1b63a22af4f90ae1619,apache/hadoop-mapreduce,False,True,1574918835
013d69db223b081f8522ce745fd322364d0136d9,apache/camel,True,False,1323117475
013fd99d0dd0df30e0bb7fcb98e41cd1633319cb,apache/hbase,False,True,1273102499
014023453ac8c3bbdb5f9636a2b3d843de91d2f6,apache/ignite,True,False,1573864849
0141f13ca801d5db45435d101a9c3ef83889bbc0,apache/flink,True,False,1674211492
01439740bc26804b10c4cf6f6061925175598241,apache/cassandra,True,False,1525227635
014520ca1f9f50e7cf24d07374b7f5821f543572,apache/camel,False,True,1465563177
014696197be71ff1186e3075b3e2f25cffbaccd7,apache/zeppelin,True,False,1439738258
0149424c1bf42cf27ba80f87d822d63f1db4a804,apache/groovy,True,False,1284757377
0149a2239ea30a31b87d6c49bae994a8ef2e7978,apache/camel,False,True,1462172870
014bd32c58ccd7b4ff66ff1180f7fe9ae25484ef,apache/hadoop-hdfs,True,False,1433176649
014dca2b03e0552dba54e68d4792b87ee24ddebc,apache/ignite,True,False,1558688079
0150745a9434818ed919e777013d191b1d9983ab,apache/camel,False,True,1506506021
01533e3dd7388ca96b9fd3b84260a8df1b2a9d28,apache/kafka,False,True,1648140926
0153a353b2e6fcfa62cc7c3b31876c3aaa6d89d4,apache/hbase,False,True,1411432639
015535dc0ad00c2ba357afb3d1e283e56ddda0d6,apache/hadoop-hdfs,True,True,1434584323
015745ad314ad63e260607c5b7644afa74972213,apache/ignite,True,False,1423227626
01583434ea14d1a73b538d72940cc5c77e009153,apache/flink,True,False,1399505551
015862348002cc6d1148dda0555fe88c27998982,apache/kafka,True,False,1447810761
015c94c60313cbad00336f8ed14f922cb315f9eb,apache/cassandra,False,True,1314630297
015f1d73811e52b3b7a578cf4c1ca4c48b6c2f5c,apache/kafka,True,False,1487805072
016068ab27cd6735309e44837b09d77a2387d4c2,apache/cassandra,True,False,1312907689
016118026ca96abb691b236ca7d08db94c93684a,apache/flink,False,True,1516634075
01613330f117013bad4c33f68862194e89571717,apache/camel,True,True,1334137581
0162543ac13f048ef67a6586d8a6e8021ec9dcd4,apache/flink,True,False,1495184252
0163cecebdf310b2c7bd7c2cea4780facdb16d0c,apache/ignite,True,False,1432308796
0163fe44840c014f293e6790d6d60858191733be,apache/camel,True,True,1442401391
01643020d24b606c26cb2dcaefdb6e47a5f06c8f,apache/hadoop-hdfs,False,True,1466658373
01689b1d576e02179c34eb1126b41b341c40eb52,apache/ignite,True,False,1423984773
016918b2e276f95a7e8868dc6cd00fc3ca6fb71c,apache/camel,True,False,1237571271
016bf4c3867c17ef9a95d73e425cdf41921a2957,apache/camel,True,False,1288937216
016d8f4d8d1ff8d7cf29efa04bf47e2f2c1ac862,apache/zeppelin,False,True,1686561899
017106e140f3c17ebaaa0507e1dcbbc445c8f0ac,apache/flink,True,True,1463999785
01721dd88ee532d20eda841254437da4dfd69db5,apache/hadoop-hdfs,False,True,1472670157
0172497ad24e4b31ce4e70fee8bc69def99a9fe6,apache/cassandra,True,False,1246686909
0174a80cf4f1865251fd6dfccfc67fe312a56430,apache/camel,True,False,1179156534
0175bf5d69013a48eb501d78ac7a231c9fa335c1,apache/flink,True,False,1593744416
0179156ee67a2e50752d2bcab1bf44aebc23b491,apache/flink,False,True,1590666722
017b4f0f90c3a40c0f5557916c6ad5c4612606a3,apache/flink,True,True,1432737361
017b576fbafa18d835e106c75d64660cc6eb93ac,apache/cassandra,True,False,1241542984
017bb12310dcf91e5439d5147a3a4f22ad40ba75,apache/flink,True,True,1612258695
017c00caf44aaad3418cb99d3ef42c4d1b066ddd,apache/kafka,True,True,1434129894
017e0a7141b7940c606e0fa53653219302dcadbf,apache/groovy,True,True,1616935859
017fd45b0ac350df786db36875df38b0db7a6c12,apache/camel,True,False,1421570527
0181ce03afebdf6491b8ef1576e9085fbc209251,apache/hadoop-hdfs,True,True,1367073482
0182ea16d359b41c065bf9cbf740f8b23f6381e3,apache/hadoop-hdfs,False,True,1376542372
018310e2708f19260ad1f31ff9e9da2b3bd85b23,apache/cassandra,True,False,1289485276
0184672733fb2417ca9c23c30f5183bb3dff5dd0,apache/flink,True,False,1603695359
01880a470c31c6c27bb82d73727623fe253eef9f,apache/cassandra,True,False,1430364324
01883da5fc68b6570fac934fbfe5e5340b5b98de,apache/cassandra,True,False,1313519225
018893e81ec1c43e6c79c77adec92c2edfb20cab,apache/hadoop-hdfs,False,True,1426586554
01898ebbadec6d9df72bd9a89752d7f5bd128a7d,apache/kafka,True,False,1487943764
018ae9e0d513721d079d120d976b940a3e2ac4d0,apache/hbase,False,True,1369939348
018b5ec84d16bbde28d9a986a3763870200ffbb2,apache/hbase,True,True,1343930606
018bc01f1b252bdccf0de4e1494dcbe382719ba1,apache/hive,False,True,1305146544
018c8e0d5e8bc55fc51d3361fcb27c3c1fd189f6,apache/cassandra,True,False,1650648439
0190dd24622169a98be1a6ef518b0fdd018e2d44,apache/flink,True,True,1420545640
0193e2610983fe149e9fabbcee3fac507a46c6d2,apache/hadoop-mapreduce,True,True,1268162799
019471a567ca7f42930a952fa279fc96bb0b01a0,apache/cassandra,False,True,1437604731
01967e48a279e83f836dca557b9e503b73c17106,apache/kafka,False,True,1623743995
0196bc6a28efa30d58fcf94d0b30ed7858e87068,apache/groovy,True,False,1161603484
01974385642ea5672542b1d4a22fcb54e8e2ba02,apache/hbase,True,False,1593187864
0198805683ff344bb960a539a679479e7cff73e8,apache/flink,True,False,1604571345
019f6e1f1c80430a150065839c78adf3078cf39d,apache/cassandra,True,True,1297270109
01a11fd2626d57bf0c8d0bce1e43060017592896,apache/cassandra,False,True,1440769414
01a251b50a131c5efc2de17ea42508e547035777,apache/hbase,False,True,1279948101
01a2869363d45c7692f3984f31ab8c7a50d117fc,apache/hbase,True,False,1518711439
01a2e0f6bdcaf241c74f069c9d2cef3059bf5c0a,apache/hadoop-hdfs,False,True,1658781000
01a407d9df0e9d05bc4ce0699de566cbadc6a869,apache/hadoop-hdfs,True,True,1308251066
01a57eea841e51fb4a97329ab9fa0f59d0b826f6,apache/cassandra,False,True,1381173642
01a7dda2551a86ce980e58cb0748322e8da930af,apache/hbase,True,False,1405316549
01a8b73c87dc9668c22cf655993d62738d483a5e,apache/hive,True,False,1268689785
01a8c1c5f5f90e50ba0598e88879d725a7cd3673,apache/cassandra,False,True,1334758149
01ab888dbd08ccd4b0de9333d21581ce24fe2c3b,apache/kafka,True,False,1630363165
01adb69e1a43b81d545abfea25393d5fab8f86a7,apache/flink,True,False,1533129234
01adb7a1aa008372423e4549f9e59bba79c560ca,apache/cassandra,True,False,1245155910
01aea04fe49e0e218e06a898780758c1bb0f2600,apache/zookeeper,True,True,1466718343
01b14fc4b9a9487a144f515bb7d4f6ad14cbe013,apache/flink,True,False,1643280796
01b61c76a85858a0bc0cba24cc00f961affa4922,apache/hadoop-mapreduce,False,True,1340111211
01b61d3c1ab2b08123cb9c8d7b9ba3c00eeab940,apache/groovy,True,False,1319529222
01b68c60e2275d478b4d864fb80343f56b3b6970,apache/camel,True,False,1326781797
01ba6baec9fc2d7f47ef8e66e08cd2d7ba0e3f06,apache/ignite,True,True,1643713133
01bb6237451a26747db76a85bdc3b39a3de9035b,apache/hbase,True,True,1363714205
01bc979ea29e9282786de13c1cb8cbc107e92e9f,apache/hbase,False,True,1426389697
01bd6ab18fa48f4c7cac1497905b52e547962599,apache/hadoop-hdfs,True,True,1518025233
01c0dc98bbae6e785435eb48ee0caf55dab7987b,apache/hadoop-hdfs,True,True,1348767108
01c24e7d07e15df8a9a4722c0ec2a9366cb2f669,apache/ignite,True,False,1448304052
01c45d7ae601963068ebfc225a5947fc69eac67a,apache/zeppelin,False,True,1480557753
01c74338ff44ea7f3735a7eb94b2ce01ababc505,apache/flink,True,True,1436797778
01c815086b752d71112c7d7c5bcb9580f28de939,apache/flink,True,False,1642678190
01cd616d170d5d26a539e51e731e8e73b789b360,apache/hadoop-hdfs,True,False,1311638670
01ce7ba3a4af867763e437ce46a4f5e1d6e5a6bf,apache/hadoop-mapreduce,True,True,1333400776
01cf649c4f96f64fb4bd09e0e1811cabcc5ead2e,apache/spark,True,False,1463715524
01cf808ee863f4b0f429f20ba05fd2e322842e48,apache/flink,True,False,1532075188
01d06787c2df6de57200c86bcae2943c83e8d634,apache/groovy,True,True,1392652063
01d26dd3fc35a6b22a538f75545b0d9b739ee48d,apache/cassandra,True,False,1451943224
01d70022ff22cefc7220f6c67c25c476be1a81a9,apache/groovy,True,True,1620774964
01d7095bae2fd18d79019d986904584c4117e760,apache/flink,True,False,1615891552
01db4d2bb2f92ef881830ff20ffe1d1e8b4d06bb,apache/hadoop-hdfs,True,True,1346912370
01db60d65b9a2dff0ca001323cb77a6e4e8d6f48,apache/hbase,False,True,1500504368
01dc9e087c1d9291247f3a81f39da78e5008d86f,apache/flink,True,False,1624994328
01dce3f569e0085dae2d0e4bc5c9b2bef5bd3120,apache/spark,True,False,1342658069
01ddeabc2b733823881d021fb5a867cf8497fabe,apache/kafka,False,True,1636967360
01df7b53c2361693cb0efbcf3636b55e89b5da82,apache/groovy,False,True,1493956167
01e368410ec60e773e4498489e2c347c278aa045,apache/camel,True,False,1205461140
01e541e3bce850a984c1165692de0a96da7ff000,apache/ignite,True,False,1618816579
01e5af5a348adae155798a042f43e040ce0efbbb,apache/hbase,False,True,1552666618
01e6a6ebf2af87e12b60fb7cf55d261ded72ed3e,apache/kafka,True,True,1635962124
01e94e2b4a22eb0dd9ec4c3bbc353d054b1904b1,apache/kafka,True,False,1429722884
01eddce01f94887d5f15d32d8050e8a526599fcc,apache/kafka,True,True,1523983258
01f0e9e501a0cd3a8513c801c816e33404031583,apache/ignite,True,False,1551203970
01f0f0af28ea05921868171c88448e299766e773,apache/kafka,True,False,1550162281
01f1fc8284a010b275a8bd85d5ee8045b4af6094,apache/hbase,True,False,1515474661
01f27f5c23fb6286c0e97156d1f09f5f5350aae5,apache/hadoop-hdfs,True,True,1369866164
01f37e42f050207b7659bf74e2484cf8bdae2d89,apache/hadoop-hdfs,True,False,1382491728
01f3d0a15476ccada7cefeb3c4fbbc157404fc8b,apache/cassandra,False,True,1436728760
01f504ff83cc77f80d37981b5c5a15b653861bbd,apache/ignite,True,True,1499689935
01f60542ee1b6e9f4c319eb77be2664daf3ecf43,apache/ignite,True,False,1526050522
01f6b9540b8c386859c8c56f74fb1b2fad551806,apache/hbase,True,False,1400021759
01f7faec503e31a03ae905f256827001b830d7be,apache/camel,False,True,1601615273
01f8c3508140988dcff7e3a72bf1b483db8f79f5,apache/flink,True,True,1564487259
01fcb8cac25b1f617d16a3f72672ecafc02fe458,apache/cassandra,False,True,1355425678
01fdb705c4ca0737949c4fd323b62736c27716a8,apache/groovy,True,True,1486456539
